member,giver_slice,raw_recipient_string_as_filed,tier,confidence,source,total,items
Rep. Josh Riley (D-NY),crypto_native,REP. JOSH RILEY,direct,matched,person-name,250.0,1
Rep. Joyce Beatty (D-OH),crypto_native,REP. JOYCE BEATTY,direct,matched,person-name,5800.0,1
Rep. Joyce Beatty (D-OH),diversified_core,REP. JOYCE BEATTY,direct,matched,person-name,171500.0,77
Rep. Joyce Beatty (D-OH),diversified_core,JOYCE BEATTY,direct,matched,person-name,123000.0,56
Rep. Joyce Beatty (D-OH),diversified_core,REP JOYCE BEATTY,direct,matched,person-name,95500.0,30
Rep. Juan Vargas (D-CA),diversified_core,REP. JUAN VARGAS,direct,matched,person-name,59500.0,30
Rep. Judy Chu (D-CA),diversified_core,REP. JUDY CHU,direct,matched,person-name,62500.0,24
Rep. Julia Letlow (R-LA),diversified_core,REP. JULIA LETLOW,direct,matched,person-name,56500.0,27
Rep. Julie Fedorchak (R-ND),crypto_native,REP. JULIE FEDORCHAK,direct,matched,person-name,1000.0,1
Rep. Julie Johnson (D-TX),crypto_native,JULIE JOHNSON,direct,matched,person-name,1000.0,1
Rep. K. Michael Conaway (R-TX),crypto_native,REP. MICHAEL CONAWAY,direct,matched,person-name,1000.0,1
Rep. Katherine M. Clark (D-MA),crypto_native,REP. KATHERINE CLARK,direct,matched,person-name,5000.0,2
Rep. Katherine M. Clark (D-MA),crypto_native,KATHERINE CLARK,direct,matched,person-name,1500.0,1
Rep. Katherine M. Clark (D-MA),crypto_native,KATHERINE CLARK FOR CONGRESS; FAIR SHOT PAC,campaign-committee,compound:linked,committee-exact/fec-ccl,500.0,1
Rep. Katherine M. Clark (D-MA),crypto_native,KATHERINE CLARK FOR CONGRESS; FAIR SHOT PAC,leadership-pac,compound:linked,committee-exact/openfec-sponsor,500.0,1
Rep. Katherine M. Clark (D-MA),crypto_native,REPRESENTATIVE KATHERINE CLARK,direct,matched,person-name,500.0,1
Rep. Katherine M. Clark (D-MA),diversified_core,REP. KATHERINE CLARK,direct,matched,person-name,209250.0,67
Rep. Katherine M. Clark (D-MA),diversified_core,KATHERINE CLARK,direct,matched,person-name,103000.0,40
Rep. Katherine M. Clark (D-MA),diversified_core,REP. KATHERINE M. CLARK,direct,matched,person-name,60500.0,18
Rep. Kevin Hern (R-OK),diversified_core,REP. KEVIN HERN,direct,matched,person-name,66500.0,23
Rep. Kevin Hern (R-OK),diversified_core,KEVIN HERN,direct,matched,person-name,61500.0,24
Rep. Kevin McCarthy (R-CA),diversified_core,KEVIN MCCARTHY,direct,matched,person-name,107500.0,22
Rep. Kevin McCarthy (R-CA),diversified_core,REP. KEVIN OWEN MCCARTHY,direct,matched,person-name,58500.0,13
Rep. Kevin McCarthy (R-CA),diversified_core,REP. KEVIN MCCARTHY,direct,matched,person-name,57500.0,12
Rep. Kevin McCarthy (R-CA),diversified_core,REP KEVIN MCCARTHY,direct,matched,person-name,55000.0,12
Rep. Kristen McDonald Rivet (D-MI),crypto_native,KRISTEN MCDONALD RIVET,direct,matched,person-name,1500.0,2
Rep. Kristen McDonald Rivet (D-MI),crypto_native,CONGRESSWOMAN KRISTEN MCDONALD RIVET,direct,matched,person-name,500.0,1
Rep. Kristen McDonald Rivet (D-MI),crypto_native,REP. MCDONALD RIVET,direct,matched,person-name,500.0,1
Rep. Kristen McDonald Rivet (D-MI),crypto_native,REP. KRISTEN MCDONALD RIVET,direct,matched,person-name,500.0,1
Rep. Laura Gillen (D-NY),crypto_native,REP. LAURA GILLEN,direct,matched,person-name,1000.0,2
Rep. Laura Gillen (D-NY),crypto_native,LAURA GILLEN,direct,matched,person-name,500.0,1
Rep. Lauren Underwood (D-IL),crypto_native,"CONGRESSIONAL BLACK CAUCUS FOUNDATION, SEN. LISA BLUNT ROCHESTER, REP. HAKEEM JEFFRIES, REP. GREGORY MEEKS, REP. YVETTE CLARKE, REP. ROBIN KELLY, REP. LAUREN UNDERWOOD, REP. JONATHAN JACKSON, REP. DWIGHT EVANS AND REP. GABE AMO","multi-honoree, unallocated",compound:matched,person-name,15000.0,1
Rep. Lisa C. McClain (R-MI),crypto_native,REP. LISA MCCLAIN,direct,matched,person-name,1000.0,1
Rep. Lisa C. McClain (R-MI),diversified_core,REP. LISA MCCLAIN,direct,matched,person-name,82500.0,33
Rep. Lucy McBath (D-GA),crypto_native,REP. LUCY MCBATH,direct,matched,person-name,1000.0,1
Rep. Madeleine Dean (D-PA),diversified_core,REP. MADELEINE DEAN,direct,matched,person-name,82500.0,43
Rep. Madeleine Dean (D-PA),diversified_core,MADELEINE DEAN,direct,matched,person-name,76500.0,30
Rep. Maggie Goodlander (D-NH),crypto_native,REP. MAGGIE GOODLANDER,direct,matched,person-name,500.0,1
Rep. Marc A. Veasey (D-TX),crypto_native,REP. MARC VEASEY,direct,matched,person-name,2000.0,2
Rep. Marcus J. Molinaro (R-NY),crypto_native,REP. MARCUS J. MOLINARO,direct,matched,person-name,3900.0,2
Rep. Mark Alford (R-MO),crypto_native,REP. MARK ALFORD,direct,matched,person-name,300.0,1
Rep. Marlin A. Stutzman (R-IN),crypto_native,REP. MARLIN A. STUTZMAN,direct,matched,person-name,1000.0,1
Rep. Mary Sattler Peltola (D-AK),crypto_native,REP. MARY PELTOLA,direct,matched,person-name,500.0,1
Rep. Matt Cartwright (D-PA),diversified_core,REP. MATT CARTWRIGHT,direct,matched,person-name,61500.0,19
Rep. Max L. Miller (R-OH),crypto_native,REP. MAX MILLER,direct,matched,person-name,2000.0,2
Rep. Maxine Waters (D-CA),crypto_native,REP. MAXINE WATERS,direct,matched,person-name,2900.0,1
Rep. Maxine Waters (D-CA),crypto_native,CITIZENS FOR WATERS,campaign-committee,linked,committee-exact/fec-ccl,1000.0,1
Rep. Maxine Waters (D-CA),diversified_core,REP. MAXINE WATERS,direct,matched,person-name,89000.0,33
Rep. Michael Lawler (R-NY),crypto_native,REP. MICHAEL LAWLER,direct,matched,person-name,1000.0,1
Rep. Michael Lawler (R-NY),crypto_native,REP. MIKE LAWLER,direct,matched,person-name,250.0,1
Rep. Michael Lawler (R-NY),diversified_core,MICHAEL LAWLER,direct,matched,person-name,78500.0,34
Rep. Michael Lawler (R-NY),diversified_core,REP. MIKE LAWLER,direct,matched,person-name,66760.0,30
Rep. Michelle Steel (R-CA),crypto_native,REP. MICHELLE STEEL,direct,matched,person-name,1000.0,1
Rep. Michelle Steel (R-CA),diversified_core,REP. MICHELLE STEEL,direct,matched,person-name,57595.0,21
Rep. Mike Carey (R-OH),crypto_native,REP. MIKE CAREY,direct,matched,person-name,5000.0,3
Rep. Mike Carey (R-OH),crypto_native,CAREY FOR CONGRESS; CARRY ON PAC; NRCC,campaign-committee,compound:linked,committee-exact/fec-ccl,2500.0,1
Rep. Mike Carey (R-OH),crypto_native,CAREY FOR CONGRESS; CARRY ON PAC; NRCC,leadership-pac,compound:linked,committee-exact/openfec-sponsor,2500.0,1
Rep. Mike Carey (R-OH),diversified_core,REP. MIKE CAREY,direct,matched,person-name,140700.0,69
Rep. Mike Flood (R-NE),crypto_native,REP. MIKE FLOOD,direct,matched,person-name,3500.0,3
Rep. Mike Flood (R-NE),crypto_native,MIKE FLOOD,direct,matched,person-name,3300.0,1
Rep. Mike Flood (R-NE),crypto_native,MIKE FLOOD FOR CONGRESS,campaign-committee,linked,committee-exact/fec-ccl,1000.0,1
Rep. Mike Flood (R-NE),diversified_core,MIKE FLOOD,direct,matched,person-name,99500.0,42
Rep. Mike Haridopolos (R-FL),crypto_native,REP. MIKE HARIDOPOLOS,direct,matched,person-name,2500.0,2
Rep. Mike Johnson (R-LA),crypto_native,REP. MIKE JOHNSON,direct,matched,person-name,5000.0,1
Rep. Mike Johnson (R-LA),diversified_core,REP. MIKE JOHNSON,direct,matched,person-name,140033.0,33
Rep. Mike Johnson (R-LA),diversified_core,MIKE JOHNSON,direct,matched,person-name,112500.0,26
Rep. Mike Johnson (R-LA),diversified_core,REP MIKE JOHNSON,direct,matched,person-name,106000.0,25
Rep. Mike Quigley (D-IL),diversified_core,REP. MIKE QUIGLEY,direct,matched,person-name,56500.0,22
Rep. Mike Rogers (R-AL),crypto_native,SEN. MICHAEL J. ROGERS,direct,matched,person-name,825.0,1
Rep. Mike Thompson (D-CA),diversified_core,REP. MIKE THOMPSON,direct,matched,person-name,96000.0,38
Rep. Mike Thompson (D-CA),diversified_core,MIKE THOMPSON,direct,matched,person-name,74000.0,23
Rep. Mikie Sherrill (D-NJ),crypto_native,REP. MIKIE SHERRILL,direct,matched,person-name,2000.0,2
Rep. Nellie Pou (D-NJ),crypto_native,REP. NELIDA POU,direct,title-initial,person-name,500.0,1
Rep. Nellie Pou (D-NJ),crypto_native,REP. NELLIE POU,direct,matched,person-name,500.0,1
Rep. Nellie Pou (D-NJ),crypto_native,NELLIE POU,direct,matched,person-name,500.0,1
Rep. Nicholas J. Begich III (R-AK),crypto_native,REP. NICK BEGICH,direct,matched,person-name,1500.0,1
Rep. Nicole Malliotakis (R-NY),diversified_core,REP. NICOLE MALLIOTAKIS,direct,matched,person-name,60000.0,29
Rep. Nikema Williams (D-GA),diversified_core,REP. NIKEMA WILLIAMS,direct,matched,person-name,57500.0,35
Rep. Nikki Budzinski (D-IL),crypto_native,REP. NIKKI BUDZINSKI,direct,matched,person-name,3500.0,4
Rep. Nikki Budzinski (D-IL),crypto_native,NIKKI BUDZINSKI,direct,matched,person-name,500.0,1
Rep. Patrick T. McHenry (R-NC),crypto_native,REP. PATRICK TIMOTHY MCHENRY,direct,matched,person-name,8300.0,2
Rep. Patrick T. McHenry (R-NC),crypto_native,REP. PATRICK MCHENRY,direct,matched,person-name,3500.0,3
Rep. Patrick T. McHenry (R-NC),crypto_native,PATRICK MCHENRY,direct,matched,person-name,3100.0,2
Rep. Patrick T. McHenry (R-NC),diversified_core,PATRICK MCHENRY,direct,matched,person-name,215400.0,59
Rep. Patrick T. McHenry (R-NC),diversified_core,REP. PATRICK TIMOTHY MCHENRY,direct,matched,person-name,156250.0,45
Rep. Patrick T. McHenry (R-NC),diversified_core,REP. PATRICK MCHENRY,direct,matched,person-name,145500.0,46
Rep. Patrick T. McHenry (R-NC),diversified_core,REP PATRICK MCHENRY,direct,matched,person-name,73500.0,19
Rep. Pete Aguilar (D-CA),crypto_native,REP. PETE AGUILAR,direct,matched,person-name,2500.0,1
Rep. Pete Aguilar (D-CA),diversified_core,REP. PETE AGUILAR,direct,matched,person-name,160000.0,46
Rep. Pete Aguilar (D-CA),diversified_core,PETE AGUILAR,direct,matched,person-name,112000.0,38
Rep. Pete Aguilar (D-CA),diversified_core,REP PETE AGUILAR,direct,matched,person-name,71000.0,21
Rep. Randy Feenstra (R-IA),crypto_native,REP. RANDALL FEENSTRA,direct,matched,person-name,1000.0,1
Rep. Randy Feenstra (R-IA),diversified_core,REP. RANDY FEENSTRA,direct,matched,person-name,72095.0,37
Rep. Randy Feenstra (R-IA),diversified_core,REP RANDY FEENSTRA,direct,matched,person-name,53000.0,16
Rep. Richard E. Neal (D-MA),crypto_native,REP. RICHARD NEAL,direct,matched,person-name,500.0,1
Rep. Richard E. Neal (D-MA),diversified_core,RICHARD NEAL,direct,matched,person-name,185500.0,52
Rep. Richard E. Neal (D-MA),diversified_core,REP. RICHARD NEAL,direct,matched,person-name,172000.0,47
Rep. Richard E. Neal (D-MA),diversified_core,REP. RICHARD EDMUND NEAL,direct,matched,person-name,119000.0,33
Rep. Richard E. Neal (D-MA),diversified_core,"NEAL, RICHARD",direct,inverted,person-name,58500.0,19
Rep. Richard E. Neal (D-MA),diversified_core,REP RICHARD NEAL,direct,matched,person-name,53000.0,15
Rep. Richard Hudson (R-NC),diversified_core,REP RICHARD HUDSON,direct,matched,person-name,87000.0,20
Rep. Richard Hudson (R-NC),diversified_core,RICHARD HUDSON,direct,matched,person-name,57500.0,21
Rep. Rick Larsen (D-WA),diversified_core,REP. RICK LARSEN,direct,matched,person-name,64500.0,27
Rep. Ritchie Torres (D-NY),crypto_native,REP. RITCHIE TORRES,direct,matched,person-name,16000.0,7
Rep. Ritchie Torres (D-NY),crypto_native,RITCHIE TORRES,direct,matched,person-name,3500.0,3
Rep. Ritchie Torres (D-NY),crypto_native,REP. RITCHIE JOHN TORRES,direct,matched,person-name,1500.0,1
Rep. Ritchie Torres (D-NY),crypto_native,REP. RICHIE TORRES,direct,title-initial,person-name,500.0,1
Rep. Ritchie Torres (D-NY),diversified_core,REP. RITCHIE TORRES,direct,matched,person-name,115900.0,51
Rep. Ritchie Torres (D-NY),diversified_core,RITCHIE TORRES,direct,matched,person-name,89500.0,45
Rep. Ritchie Torres (D-NY),diversified_core,REP. RITCHIE J. TORRES,direct,matched,person-name,56000.0,35
Rep. Ro Khanna (D-CA),crypto_native,RO KHANNA,direct,matched,person-name,7100.0,2
Rep. Ro Khanna (D-CA),crypto_native,REP. ROHIT KHANNA,direct,title-initial,person-name,3500.0,1
Rep. Ro Khanna (D-CA),crypto_native,RO FOR CONGRESS INC,campaign-committee,linked,committee-exact/fec-ccl,1000.0,1
Rep. Robert Garcia (D-CA),crypto_native,REP. ROBERT GARCIA,direct,title-initial,person-name,1000.0,1
Rep. Robert Menendez (D-NJ),crypto_native,REP. ROB MENENDEZ,direct,title-chamber,person-name,1500.0,1
Rep. Robert Menendez (D-NJ),crypto_native,REP. ROBERT J. MENENDEZ,direct,title-chamber,person-name,1000.0,2
Rep. Robin L. Kelly (D-IL),crypto_native,"CONGRESSIONAL BLACK CAUCUS FOUNDATION, SEN. LISA BLUNT ROCHESTER, REP. HAKEEM JEFFRIES, REP. GREGORY MEEKS, REP. YVETTE CLARKE, REP. ROBIN KELLY, REP. LAUREN UNDERWOOD, REP. JONATHAN JACKSON, REP. DWIGHT EVANS AND REP. GABE AMO","multi-honoree, unallocated",compound:matched,person-name,15000.0,1
Rep. Robin L. Kelly (D-IL),diversified_core,REP. ROBIN KELLY,direct,matched,person-name,75133.0,34
Rep. Roger Williams (R-TX),diversified_core,REP. ROGER WILLIAMS,direct,matched,person-name,85250.0,32
Rep. Ron Estes (R-KS),diversified_core,REP. RON ESTES,direct,matched,person-name,112000.0,42
Rep. Ron Estes (R-KS),diversified_core,REP RON ESTES,direct,matched,person-name,53750.0,26
Rep. Sam T. Liccardo (D-CA),crypto_native,REP. SAM LICCARDO,direct,matched,person-name,4300.0,3
Rep. Sam T. Liccardo (D-CA),crypto_native,SAM LICCARDO,direct,matched,person-name,1000.0,1
Rep. Sarah McBride (D-DE),crypto_native,REP. SARAH ELIZABETH MCBRIDE,direct,matched,person-name,500.0,1
Rep. Scott Fitzgerald (R-WI),diversified_core,REP. SCOTT FITZGERALD,direct,matched,person-name,80750.0,37
Rep. Sean Casten (D-IL),diversified_core,REP. SEAN CASTEN,direct,matched,person-name,164500.0,77
Rep. Sean Casten (D-IL),diversified_core,SEAN CASTEN,direct,matched,person-name,72000.0,33
Rep. Sean Casten (D-IL),diversified_core,REP SEAN CASTEN,direct,matched,person-name,63500.0,23
Rep. Sean Patrick Maloney (D-NY),crypto_native,REP. SEAN PATRICK MALONEY,direct,matched,person-name,2900.0,1
Rep. Sharice Davids (D-KS),diversified_core,REP. SHARICE DAVIDS,direct,matched,person-name,62590.0,30
Rep. Shomari Figures (D-AL),crypto_native,REP. SHOMARI FIGURES,direct,matched,person-name,500.0,2
Rep. Steny H. Hoyer (D-MD),diversified_core,REP. STENY HOYER,direct,matched,person-name,105000.0,30
Rep. Steny H. Hoyer (D-MD),diversified_core,REP STENY HOYER,direct,matched,person-name,96500.0,23
Rep. Steny H. Hoyer (D-MD),diversified_core,STENY HOYER,direct,matched,person-name,86300.0,25
Rep. Steny H. Hoyer (D-MD),diversified_core,REP. STENY HAMILTON HOYER,direct,matched,person-name,75500.0,24
Rep. Steve Scalise (R-LA),crypto_native,"EYE OF THE TIGER POLITICAL ACTION COMMITTEE, THE; NRCC; SCALISE FOR CONGRESS",campaign-committee,compound:linked,committee-exact/fec-ccl,6600.0,1
Rep. Steve Scalise (R-LA),crypto_native,REP. STEVE SCALISE,direct,matched,person-name,2500.0,1
Rep. Steve Scalise (R-LA),diversified_core,REP. STEVE SCALISE,direct,matched,person-name,154000.0,42
Rep. Steve Scalise (R-LA),diversified_core,REP STEVE SCALISE,direct,matched,person-name,102500.0,23
Rep. Steve Scalise (R-LA),diversified_core,STEVE SCALISE,direct,matched,person-name,80500.0,22
Rep. Steve Scalise (R-LA),diversified_core,"SCALISE, STEVE",direct,inverted,person-name,70000.0,17
Rep. Steven Horsford (D-NV),crypto_native,REP. STEVEN HORSFORD,direct,matched,person-name,4500.0,4
Rep. Steven Horsford (D-NV),diversified_core,REP. STEVEN HORSFORD,direct,matched,person-name,127000.0,50
Rep. Steven Horsford (D-NV),diversified_core,STEVEN HORSFORD,direct,matched,person-name,89000.0,39
Rep. Steven Horsford (D-NV),diversified_core,REP. STEVEN ALEXZANDER HORSFORD,direct,matched,person-name,69000.0,29
Rep. Susie Lee (D-NV),crypto_native,REP. SUSIE LEE,direct,matched,person-name,1000.0,2
Rep. Susie Lee (D-NV),diversified_core,REP. SUSIE LEE,direct,matched,person-name,70185.0,31
Rep. Suzan K. DelBene (D-WA),crypto_native,REP. SUZAN DELBENE,direct,matched,person-name,1000.0,1
Rep. Suzan K. DelBene (D-WA),crypto_native,REP. SUZAN K. DELBENE,direct,matched,person-name,1000.0,1
Rep. Suzan K. DelBene (D-WA),diversified_core,REP. SUZAN DELBENE,direct,matched,person-name,182500.0,69
Rep. Suzan K. DelBene (D-WA),diversified_core,REP SUZAN DELBENE,direct,matched,person-name,86500.0,27
Rep. Suzan K. DelBene (D-WA),diversified_core,REP. SUZAN KAY DELBENE,direct,matched,person-name,68000.0,28
Rep. Sylvia R. Garcia (D-TX),diversified_core,REP. SYLVIA GARCIA,direct,matched,person-name,62000.0,29
Rep. Ted Lieu (D-CA),crypto_native,TED LIEU,direct,matched,person-name,1000.0,1
Rep. Ted Lieu (D-CA),crypto_native,REP. TED LIEU,direct,matched,person-name,1000.0,1
Rep. Terri A. Sewell (D-AL),crypto_native,TERRI SEWELL,direct,matched,person-name,500.0,1
Rep. Terri A. Sewell (D-AL),crypto_native,REP. TERRI SEWELL,direct,matched,person-name,250.0,1
Rep. Terri A. Sewell (D-AL),diversified_core,REP. TERRI SEWELL,direct,matched,person-name,124500.0,54
Rep. Terri A. Sewell (D-AL),diversified_core,REP TERRI SEWELL,direct,matched,person-name,88500.0,29
Rep. Terri A. Sewell (D-AL),diversified_core,TERRI SEWELL,direct,matched,person-name,78500.0,32
Rep. Thomas R. Suozzi (D-NY),crypto_native,REP. THOMAS SUOZZI,direct,matched,person-name,1500.0,3
Rep. Tim Moore (R-NC),crypto_native,REP. TIM MOORE,direct,matched,person-name,1000.0,1
Rep. Tim Ryan (D-OH),crypto_native,REP. TIM RYAN,direct,matched,person-name,5800.0,1
Rep. Tim Walberg (R-MI),diversified_core,REP. TIM WALBERG,direct,matched,person-name,58521.0,25
Rep. Timothy M. Kennedy (D-NY),crypto_native,REP. TIM KENNEDY,direct,matched,person-name,2000.0,2
Rep. Tom Emmer (R-MN),crypto_native,REP. THOMAS EARL EMMER JR,direct,matched,person-name,50000.0,3
Rep. Tom Emmer (R-MN),crypto_native,"REP. THOMAS EARL EMMER, JR",direct,matched,person-name,9300.0,3
Rep. Tom Emmer (R-MN),crypto_native,REP. THOMAS EARL EMMER,direct,matched,person-name,9100.0,2
Rep. Tom Emmer (R-MN),crypto_native,REP. TOM EMMER,direct,matched,person-name,5500.0,4
Rep. Tom Emmer (R-MN),crypto_native,TOM EMMER,direct,matched,person-name,2500.0,1
Rep. Tom Emmer (R-MN),crypto_native,EMMER FOR CONGRESS,campaign-committee,linked,committee-exact/fec-ccl,500.0,1
Rep. Tom Emmer (R-MN),diversified_core,TOM EMMER,direct,matched,person-name,181500.0,63
Rep. Tom Emmer (R-MN),diversified_core,REP TOM EMMER JR,direct,matched,person-name,130500.0,35
Rep. Tom Emmer (R-MN),diversified_core,"REP. THOMAS EARL EMMER, JR",direct,matched,person-name,117500.0,38
Rep. Tom Emmer (R-MN),diversified_core,REP. TOM EMMER,direct,matched,person-name,88000.0,29
Rep. Tom Emmer (R-MN),diversified_core,REP. TOM EMMER JR,direct,matched,person-name,66000.0,19
Rep. Tom Emmer (R-MN),diversified_core,"EMMER, TOM",direct,inverted,person-name,57000.0,25
Rep. Troy A. Carter (D-LA),crypto_native,REP. TROY CARTER,direct,matched,person-name,1000.0,1
Rep. Troy Balderson (R-OH),diversified_core,REP. TROY BALDERSON,direct,matched,person-name,82095.0,30
Rep. Troy Downing (R-MT),crypto_native,REP. TROY DOWNING,direct,matched,person-name,1000.0,1
Rep. Val T. Hoyle (D-OR),crypto_native,REP. VALERIE HOYLE,direct,matched,person-name,500.0,1
Rep. Vern Buchanan (R-FL),diversified_core,REP. VERN BUCHANAN,direct,matched,person-name,102090.0,29
Rep. Veronica Escobar (D-TX),diversified_core,REP. VERONICA ESCOBAR,direct,matched,person-name,54000.0,23
Rep. Vicente Gonzalez (D-TX),crypto_native,REP. VINCENTE GONZALEZ,direct,title-initial,person-name,2000.0,2
Rep. Vicente Gonzalez (D-TX),crypto_native,REP. VINCENTE GONZALEZ JR,direct,title-initial,person-name,500.0,1
Rep. Vicente Gonzalez (D-TX),crypto_native,REP. VICENTE GONZALEZ,direct,matched,person-name,500.0,1
Rep. Vicente Gonzalez (D-TX),diversified_core,REP. VICENTE GONZALEZ,direct,matched,person-name,101090.0,48
Rep. Vicente Gonzalez (D-TX),diversified_core,VICENTE GONZALEZ,direct,matched,person-name,55000.0,29
Rep. Warren Davidson (R-OH),crypto_native,WARREN DAVIDSON,direct,matched,person-name,6800.0,3
Rep. Warren Davidson (R-OH),crypto_native,REP. WARREN DAVIDSON,direct,matched,person-name,5000.0,3
Rep. Warren Davidson (R-OH),diversified_core,REP. WARREN DAVIDSON,direct,matched,person-name,128200.0,55
Rep. Warren Davidson (R-OH),diversified_core,REP WARREN DAVIDSON,direct,matched,person-name,54500.0,16
Rep. Wiley Nickel (D-NC),crypto_native,REP. WILEY NICKEL,direct,matched,person-name,2000.0,2
Rep. Wiley Nickel (D-NC),crypto_native,WILEY NICKEL,direct,matched,person-name,500.0,1
Rep. William R. Timmons IV (R-SC),crypto_native,REP. WILLIAM TIMMONS,direct,matched,person-name,1500.0,1
Rep. William R. Timmons IV (R-SC),diversified_core,REP WILLIAM TIMMONS IV,direct,matched,person-name,74000.0,25
Rep. William R. Timmons IV (R-SC),diversified_core,WILLIAM TIMMONS,direct,matched,person-name,58500.0,26
Rep. Young Kim (R-CA),crypto_native,REP. YOUNG KIM,direct,matched,person-name,3900.0,2
Rep. Young Kim (R-CA),diversified_core,REP. YOUNG KIM,direct,matched,person-name,141385.0,56
Rep. Young Kim (R-CA),diversified_core,YOUNG KIM,direct,matched,person-name,139000.0,61
Rep. Young Kim (R-CA),diversified_core,REP YOUNG KIM,direct,matched,person-name,79000.0,23
Rep. Young Kim (R-CA),diversified_core,REP. YOUNG O. KIM,direct,matched,person-name,56500.0,24
Rep. Yvette D. Clarke (D-NY),crypto_native,"CONGRESSIONAL BLACK CAUCUS FOUNDATION, SEN. LISA BLUNT ROCHESTER, REP. HAKEEM JEFFRIES, REP. GREGORY MEEKS, REP. YVETTE CLARKE, REP. ROBIN KELLY, REP. LAUREN UNDERWOOD, REP. JONATHAN JACKSON, REP. DWIGHT EVANS AND REP. GABE AMO","multi-honoree, unallocated",compound:matched,person-name,15000.0,1
Rep. Zachary Nunn (R-IA),crypto_native,REP. ZACH NUNN,direct,matched,person-name,1000.0,1
Rep. Zachary Nunn (R-IA),diversified_core,REP. ZACH NUNN,direct,matched,person-name,104000.0,53
